	affiliation	affiliationMag	if_same
4813	beijing normal university, beijing, china	jilin normal university	0
4814	beijing normal university, beijing, china	central china normal university	0
4815	beijing normal university, beijing, china	university of science and technology of china	0
4816	university of california, santa barbara santa barbara, california, usa	university of california davis	0
4818	universite de versles versles cedex, france	institut universitaire de france	0
4822	university of central florida, orlando, florida, usa	central china normal university	0
4823	university of central florida, orlando, fl, usa	central china normal university	0
4824	fudan university, shanghai, china	university of science and technology of china	0
4825	capital normal university, beijing, china	guizhou normal university	0
4827	sun yat-sen university, guangzhou, guangdong, china	ocean university of china	0
4829	fudan university, shanghai, china	china agricultural university	0
4830	university of central florida, orlando, florida, usa	central south university	0
4831	university of central florida, orlando, fl, usa	central south university	0
4832	fudan university, shanghai, china	ocean university of china	0
4833	sun yat-sen university, guangzhou, guangdong, china	south china agricultural university	0
4834	sun yat-sen university, guangzhou, guangdong, china	china agricultural university	0
4835	sun yat-sen university, guangzhou, guangdong, china	south china normal university	0
4836	fudan university, shanghai, china	china university of geosciences	0
4837	illinois institute of technology, summit, il, usa	taiyuan university of technology	0
4838	illinois institute of technology, summit, illinois, usa	changshu institute of technology	0
4839	illinois institute of technology, summit, il, usa	changshu institute of technology	0
4840	illinois institute of technology, summit, il, usa	beijing university of technology	0
4841	illinois institute of technology, summit, illinois, usa	beijing university of technology	0
4842	university of maryland dept. of nutrition and food science ambientali, v. s. chiara, 27 61029 urbino, italy	taiyuan university of science and technology	0
4843	instituto de agroquamica y tecnologaa de alimentos (iata), burjassot, valencia, spain	instituto de salud carlos iii	0
4844	illinois institute of technology, summit, illinois, usa	national institute of standards and technology	0
4845	illinois institute of technology, summit, il, usa	national institute of standards and technology	0
4846	illinois institute of technology, summit, illinois, usa	henan university of technology	0
4847	illinois institute of technology, summit, il, usa	henan university of technology	0
4849	illinois institute of technology, summit, il, usa	beijing university of chemical technology	0
4851	university of maryland dept. of nutrition and food science college park, md 20742 usa	xi an university of architecture and technology	0
4852	illinois institute of technology, summit, illinois, usa	university of science and technology beijing	0
4853	illinois institute of technology, summit, il, usa	university of science and technology beijing	0
4854	illinois institute of technology, summit, illinois, usa	national university of defense technology	0
4855	illinois institute of technology, summit, il, usa	national university of defense technology	0
4856	illinois institute of technology, summit, illinois, usa	south china university of technology	0
4857	illinois institute of technology, summit, il, usa	south china university of technology	0
4858	illinois institute of technology, summit, il, usa	dalian university of technology	0
4859	illinois institute of technology, summit, illinois, usa	cardiovascular institute of the south	0
4860	illinois institute of technology, summit, il, usa	cardiovascular institute of the south	0
4861	university of maryland dept. of nutrition and food science college park, md 20742 usa	university of electronic science and technology of china	0
4863	illinois institute of technology, summit, illinois, usa	kunming university of science and technology	0
4864	illinois institute of technology, summit, il, usa	kunming university of science and technology	0
4865	illinois institute of technology, summit, il, usa	huazhong university of science and technology	0
4866	illinois institute of technology, summit, illinois, usa	singapore university of technology and design	0
4867	illinois institute of technology, summit, il, usa	university of electronic science and technology of china	0
4877	uni ver sity of science & technology beijing, beijing, china	north china institute of science and technology	0
4882	mechanical, aerospace, and nuclear engineering dept. 38-137 engineering iv, los angeles, california 90024-1597, usa	university of california los angeles	0
4888	korea atomic energy research institute taejon, korea m. e. pate-cornell stanford university stanford, ca, usa	korea university	0
4892	uni ver sity of science & technology beijing, beijing, china	sichuan university of science and engineering	0
4895	idaho national engineering laboratory, idaho falls, idaho, usa	oak ridge national laboratory	0
4900	uni ver sity of science & technology beijing, beijing, china	kunming university of science and technology	0
