	affiliation	affiliationMag	if_same
3001	university of illinois urbana, il kathryn j. jones loyola university chicago maywood, il annemieke kavelaars university medical center utrecht utrecht, the netherlands	university of illinois at urbana champaign	1.0
3002	university of urbana, il, usa	university of illinois at urbana champaign	1.0
3003	university of urbana, usa	university of illinois at urbana champaign	1.0
3004	university of illinois at urbana-champaign, urbana, illinois, usa	university of illinois at urbana champaign	1.0
3005	university of illinois	university of illinois at urbana champaign	1.0
3006	department of physiology and biophysics, university of illinois, urbana, illinois 61801, u.s.a.	university of illinois at urbana champaign	1.0
3007	"department of psychology university of illinois at urbanaaeur""champaign 603 east daniel street champaign, illinois 61820"	university of illinois at urbana champaign	1.0
3008	department of psychology university of illinois at urbana-champaign 603 east daniel street champaign, illinois 61820	university of illinois at urbana champaign	1.0
3009	theoretical and applied mechanics dept., university of illinois, urbana, illinois 61801, usa	university of illinois at urbana champaign	1.0
3010	university of illinois, urbana, illinois, usa	university of illinois at urbana champaign	1.0
3011	university of illinois urbana, illinois yiannis aloimonos university of maryland college park, maryland robert bergevin laval university ste. foy, quebec, canada	university of illinois at urbana champaign	1.0
3012	phd university of illinois, urbana, il, usa	university of illinois at urbana champaign	1.0
3013	phd university of illinois urbana, il, usa	university of illinois at urbana champaign	1.0
3014	department of chemistry university of illinois 1209 west california street urbana, il 61801, usa	university of illinois at urbana champaign	1.0
3015	umversiw of ii!inols at uroana-champaign. usa	university of illinois at urbana champaign	1.0
3016	orthopaedic blomechanics laboratory. 2430 steindler building. the lfmversfty of lows. iowa city, ia 52242, usa	university of iowa	1.0
3017	friedrich schiller university jena, jena germany	university of jena	1.0
3018	friedrich schiller university jena, germany	university of jena	1.0
3019	jyva$?skyla$? university, finland	university of jyvaskyla	1.0
3020	department of general and educational psychology, university of koblenz-landau, thomas-nast-str. 44, d-76829 landau, germany	university of koblenz and landau	1.0
3021	castellano universidad de las palmas de gran canaria, saulo toron, gran canaria, spain	university of las palmas de gran canaria	1.0
3022	castellano universidad de las palmas de gran canaria, gran canaria, canary islands, spain	university of las palmas de gran canaria	1.0
3023	university hospital lausanne lausanne, switzerland	university of lausanne	1.0
3024	leeds university, leeds, scotland, uk	university of leeds	1.0
3025	leeds university, leeds, aberdeen, scotland, uk	university of leeds	1.0
3026	t!nixersit~ of leeds, leeds, uk	university of leeds	1.0
3027	department of colour chemistry, the university, leeds, uk	university of leeds	1.0
3028	department of colour chemistry, the university, leeds ls2 9jt, uk	university of leeds	1.0
3029	(chuo.c anti ~hr.cinln,t; r) centre for nonlinetti- studies. the university. leeds ls-1 9.1t, uk	university of leeds	1.0
3030	institute of tribology, the university, leeds ls2 9jt, uk	university of leeds	1.0
3031	the university, leeds ls2 9jt, uk	university of leeds	1.0
3032	institute of tritfology, the university, leeds ls2 9-it, uk	university of leeds	1.0
3033	leicester royal infirmary university hospital of leicester nhs trust leicester, uk	university of leicester	1.0
3034	leicester royal ini!rmary university hospital of leicester nhs trust leicester, uk	university of leicester	1.0
3035	royal liverpool hospital professor i. phillips, st thomas's hospital, london dr d. reid, ruchzll hospztal, glasgow professor e. rossier, umversity of ottawa, canada	university of liverpool	1.0
3036	royal liverpool hospital professor i. phillips, st thomas' hospital, london dr d. reed, ruchii1 hospital, glasgow professor e. rossier, university of ottawa, canada	university of liverpool	1.0
3037	f engineering (mechanical engineering), the university o w hill, liverpool l69 3gh, uk	university of liverpool	1.0
3038	department of mechanical engineering, (;diversity of liverpool, 1'.t) box 14 liverpool 1.69 313x, u.k.	university of liverpool	1.0
3039	universidad de los andes bogota, columbia s. domicelj university of sydney nsw, australia	university of los andes	1.0
3040	university of louisiana, lafayette, la, usa	university of louisiana at lafayette	1.0
3041	(university of louisiana, usa	university of louisiana at lafayette	1.0
3042	universitea' du luxembourg, luxembourg, luxembourg, dr randi hjorthol institute of transport economics, oslo, norway	university of luxembourg	1.0
3043	tello uni ver sity of malaga, spain	university of malaga	1.0
3044	interdisciplinary research centre in surface science and chemistry department manchester university manchester m 13 9pl, uk	university of manchester	1.0
3045	interdisciplinary research centre in surface science and chemistry department manchester university manchester m13 9pl, uk	university of manchester	1.0
3046	department of chemical engineering, umist. po box 88, manchester m60 iqd. uk	university of manchester	1.0
3047	department of chemical engineer/n,y. l/mist, po box 88. manchester m60 jqd. uk	university of manchester	1.0
3048	department of chemical engineering, umist, po box 88, manchester m60 1qd, uk	university of manchester	1.0
3049	department of chemical engineering, um/st, po box 88, manchester m60 1qd, uk	university of manchester	1.0
3050	department of chemical engineering, umist, p.o. box 88, manchester m60 lqd, uk	university of manchester	1.0
3051	department of mechanical engineering, umist, p.o. box 88, manchester m60 1qd, uk	university of manchester	1.0
3052	department of chemical engineering, umist, p.o. box 88, manchester m60 1qd, uk	university of manchester	1.0
3053	mechanical engineering dept, umist, po box 88, manchester, uk, m60 1qd g e mattingly fluid mechanics division, national bureau of standards, washington dc 20234, usa	university of manchester	1.0
3054	department of mechanical engineering, umist, p.o. box 88, manchester m60 lqd, uk	university of manchester	1.0
3055	department of mechanical enginering, umist, p.o. box 88, manchester m60 1qd, uk	university of manchester	1.0
3056	department of chemical engineering, umist, p.o. box 88, manchester m60 iqd, uk	university of manchester	1.0
3057	professor of computation, umist, po box 88, manchester m60 1qd, uk	university of manchester	1.0
3058	professor of computation, umist, p 0 box 88, manchester m60 1 qd, uk	university of manchester	1.0
3059	applied mechanics division, department of mechanical engineerifig, umist, manchester m60 iqd, u.k.	university of manchester	1.0
3060	applied mechanics division, department of mechanical engineering, umist, manchester m60 1qd, u.k. e-m founder	university of manchester	1.0
3061	applied mechanics division, department of mechanical engineering, umist, manchester m60 1qd, u.k. founder	university of manchester	1.0
3062	applied mechanics division, department of mechanical engineering, umist, manchester m60 1 qd, u.k. founder	university of manchester	1.0
3063	department of mechanical engineering, the university of 11anchester institute of science and technology, sackville street, manchester m60 iqd, england	university of manchester	1.0
3064	university of maryland medical center, usa	university of maryland baltimore	1.0
3065	university of maryland, usa	university of maryland baltimore	1.0
